"","id","IdBundesland","Bundesland","Landkreis","Altersgruppe","Geschlecht","AnzahlFall","AnzahlTodesfall","ObjectId","Meldedatum","IdLandkreis","Datenstand","NeuerFall","NeuerTodesfall"
"1",353724,1,"Schleswig-Holstein","SK Flensburg","A15-A34","M",1,0,353724,2020-03-14 01:00:00,"01001","26.03.2020 00:00",0,-9
"2",353725,1,"Schleswig-Holstein","SK Flensburg","A15-A34","M",2,0,353725,2020-03-19 01:00:00,"01001","26.03.2020 00:00",0,-9
"3",353726,1,"Schleswig-Holstein","SK Flensburg","A15-A34","M",1,0,353726,2020-03-21 01:00:00,"01001","26.03.2020 00:00",0,-9
"4",353727,1,"Schleswig-Holstein","SK Flensburg","A15-A34","W",1,0,353727,2020-03-14 01:00:00,"01001","26.03.2020 00:00",0,-9
"5",353728,1,"Schleswig-Holstein","SK Flensburg","A15-A34","W",2,0,353728,2020-03-18 01:00:00,"01001","26.03.2020 00:00",0,-9
"6",353729,1,"Schleswig-Holstein","SK Flensburg","A35-A59","M",1,0,353729,2020-03-14 01:00:00,"01001","26.03.2020 00:00",0,-9
"7",353730,1,"Schleswig-Holstein","SK Flensburg","A35-A59","M",1,0,353730,2020-03-20 01:00:00,"01001","26.03.2020 00:00",0,-9
"8",353731,1,"Schleswig-Holstein","SK Flensburg","A35-A59","W",1,0,353731,2020-03-14 01:00:00,"01001","26.03.2020 00:00",0,-9
"9",353732,1,"Schleswig-Holstein","SK Flensburg","A35-A59","W",2,0,353732,2020-03-19 01:00:00,"01001","26.03.2020 00:00",0,-9
"10",353733,1,"Schleswig-Holstein","SK Flensburg","A35-A59","W",1,0,353733,2020-03-20 01:00:00,"01001","26.03.2020 00:00",0,-9
"11",353734,1,"Schleswig-Holstein","SK Flensburg","A60-A79","M",1,0,353734,2020-03-24 01:00:00,"01001","26.03.2020 00:00",0,-9
"12",353735,1,"Schleswig-Holstein","SK Kiel","A15-A34","M",1,0,353735,2020-03-10 01:00:00,"01002","26.03.2020 00:00",0,-9
"13",353736,1,"Schleswig-Holstein","SK Kiel","A15-A34","M",2,0,353736,2020-03-11 01:00:00,"01002","26.03.2020 00:00",0,-9
"14",353737,1,"Schleswig-Holstein","SK Kiel","A15-A34","M",1,0,353737,2020-03-13 01:00:00,"01002","26.03.2020 00:00",0,-9
"15",353738,1,"Schleswig-Holstein","SK Kiel","A15-A34","M",1,0,353738,2020-03-14 01:00:00,"01002","26.03.2020 00:00",0,-9
"16",353739,1,"Schleswig-Holstein","SK Kiel","A15-A34","M",1,0,353739,2020-03-16 01:00:00,"01002","26.03.2020 00:00",0,-9
"17",353740,1,"Schleswig-Holstein","SK Kiel","A15-A34","M",1,0,353740,2020-03-18 01:00:00,"01002","26.03.2020 00:00",0,-9
"18",353741,1,"Schleswig-Holstein","SK Kiel","A15-A34","M",1,0,353741,2020-03-20 01:00:00,"01002","26.03.2020 00:00",0,-9
"19",353742,1,"Schleswig-Holstein","SK Kiel","A15-A34","M",1,0,353742,2020-03-21 01:00:00,"01002","26.03.2020 00:00",0,-9
"20",353743,1,"Schleswig-Holstein","SK Kiel","A15-A34","M",2,0,353743,2020-03-23 01:00:00,"01002","26.03.2020 00:00",0,-9
"21",353744,1,"Schleswig-Holstein","SK Kiel","A15-A34","W",1,0,353744,2020-03-10 01:00:00,"01002","26.03.2020 00:00",0,-9
"22",353745,1,"Schleswig-Holstein","SK Kiel","A15-A34","W",1,0,353745,2020-03-12 01:00:00,"01002","26.03.2020 00:00",0,-9
"23",353746,1,"Schleswig-Holstein","SK Kiel","A15-A34","W",3,0,353746,2020-03-16 01:00:00,"01002","26.03.2020 00:00",0,-9
"24",353747,1,"Schleswig-Holstein","SK Kiel","A15-A34","W",1,0,353747,2020-03-17 01:00:00,"01002","26.03.2020 00:00",0,-9
"25",353748,1,"Schleswig-Holstein","SK Kiel","A15-A34","W",2,0,353748,2020-03-18 01:00:00,"01002","26.03.2020 00:00",0,-9
"26",353749,1,"Schleswig-Holstein","SK Kiel","A15-A34","W",3,0,353749,2020-03-19 01:00:00,"01002","26.03.2020 00:00",0,-9
"27",353750,1,"Schleswig-Holstein","SK Kiel","A15-A34","W",1,0,353750,2020-03-20 01:00:00,"01002","26.03.2020 00:00",0,-9
"28",353751,1,"Schleswig-Holstein","SK Kiel","A15-A34","W",1,0,353751,2020-03-22 01:00:00,"01002","26.03.2020 00:00",0,-9
"29",353752,1,"Schleswig-Holstein","SK Kiel","A15-A34","W",3,0,353752,2020-03-23 01:00:00,"01002","26.03.2020 00:00",0,-9
"30",353753,1,"Schleswig-Holstein","SK Kiel","A15-A34","W",1,0,353753,2020-03-24 01:00:00,"01002","26.03.2020 00:00",0,-9
"31",353754,1,"Schleswig-Holstein","SK Kiel","A35-A59","M",1,0,353754,2020-03-11 01:00:00,"01002","26.03.2020 00:00",0,-9
"32",353755,1,"Schleswig-Holstein","SK Kiel","A35-A59","M",1,0,353755,2020-03-12 01:00:00,"01002","26.03.2020 00:00",0,-9
"33",353756,1,"Schleswig-Holstein","SK Kiel","A35-A59","M",3,0,353756,2020-03-19 01:00:00,"01002","26.03.2020 00:00",0,-9
"34",353757,1,"Schleswig-Holstein","SK Kiel","A35-A59","M",1,0,353757,2020-03-21 01:00:00,"01002","26.03.2020 00:00",0,-9
"35",353758,1,"Schleswig-Holstein","SK Kiel","A35-A59","M",1,0,353758,2020-03-24 01:00:00,"01002","26.03.2020 00:00",0,-9
"36",353759,1,"Schleswig-Holstein","SK Kiel","A35-A59","W",1,0,353759,2020-03-10 01:00:00,"01002","26.03.2020 00:00",0,-9
"37",353760,1,"Schleswig-Holstein","SK Kiel","A35-A59","W",1,0,353760,2020-03-11 01:00:00,"01002","26.03.2020 00:00",0,-9
"38",353761,1,"Schleswig-Holstein","SK Kiel","A35-A59","W",2,0,353761,2020-03-12 01:00:00,"01002","26.03.2020 00:00",0,-9
"39",353762,1,"Schleswig-Holstein","SK Kiel","A35-A59","W",1,0,353762,2020-03-16 01:00:00,"01002","26.03.2020 00:00",0,-9
"40",353763,1,"Schleswig-Holstein","SK Kiel","A35-A59","W",1,0,353763,2020-03-17 01:00:00,"01002","26.03.2020 00:00",0,-9
"41",353764,1,"Schleswig-Holstein","SK Kiel","A35-A59","W",1,0,353764,2020-03-18 01:00:00,"01002","26.03.2020 00:00",0,-9
"42",353765,1,"Schleswig-Holstein","SK Kiel","A35-A59","W",2,0,353765,2020-03-19 01:00:00,"01002","26.03.2020 00:00",0,-9
"43",353766,1,"Schleswig-Holstein","SK Kiel","A35-A59","W",1,0,353766,2020-03-23 01:00:00,"01002","26.03.2020 00:00",0,-9
"44",353767,1,"Schleswig-Holstein","SK Kiel","A35-A59","W",1,0,353767,2020-03-24 01:00:00,"01002","26.03.2020 00:00",0,-9
"45",353768,1,"Schleswig-Holstein","SK Kiel","A60-A79","M",1,0,353768,2020-03-19 01:00:00,"01002","26.03.2020 00:00",0,-9
"46",353769,1,"Schleswig-Holstein","SK Kiel","A60-A79","M",1,0,353769,2020-03-20 01:00:00,"01002","26.03.2020 00:00",0,-9
"47",353770,1,"Schleswig-Holstein","SK Kiel","A60-A79","M",1,0,353770,2020-03-22 01:00:00,"01002","26.03.2020 00:00",0,-9
"48",353771,1,"Schleswig-Holstein","SK Kiel","A60-A79","M",1,1,353771,2020-03-23 01:00:00,"01002","26.03.2020 00:00",0,0
"49",353772,1,"Schleswig-Holstein","SK Kiel","A60-A79","M",2,0,353772,2020-03-24 01:00:00,"01002","26.03.2020 00:00",0,-9
"50",353773,1,"Schleswig-Holstein","SK Kiel","A60-A79","W",1,0,353773,2020-03-18 01:00:00,"01002","26.03.2020 00:00",0,-9
"51",353774,1,"Schleswig-Holstein","SK Kiel","A60-A79","W",2,0,353774,2020-03-23 01:00:00,"01002","26.03.2020 00:00",0,-9
"52",353775,1,"Schleswig-Holstein","SK Kiel","A60-A79","W",1,0,353775,2020-03-24 01:00:00,"01002","26.03.2020 00:00",0,-9
"53",353776,1,"Schleswig-Holstein","SK Kiel","A80+","M",3,0,353776,2020-03-24 01:00:00,"01002","26.03.2020 00:00",0,-9
"54",353777,1,"Schleswig-Holstein","SK Kiel","A80+","W",2,0,353777,2020-03-23 01:00:00,"01002","26.03.2020 00:00",0,-9
"55",353778,1,"Schleswig-Holstein","SK Kiel","A80+","W",2,0,353778,2020-03-24 01:00:00,"01002","26.03.2020 00:00",0,-9
"56",353779,1,"Schleswig-Holstein","SK Lübeck","A00-A04","M",1,0,353779,2020-03-23 01:00:00,"01003","26.03.2020 00:00",0,-9
"57",353780,1,"Schleswig-Holstein","SK Lübeck","A15-A34","M",1,0,353780,2020-03-11 01:00:00,"01003","26.03.2020 00:00",0,-9
"58",353781,1,"Schleswig-Holstein","SK Lübeck","A15-A34","M",1,0,353781,2020-03-18 01:00:00,"01003","26.03.2020 00:00",0,-9
"59",353782,1,"Schleswig-Holstein","SK Lübeck","A15-A34","M",1,0,353782,2020-03-19 01:00:00,"01003","26.03.2020 00:00",0,-9
"60",353783,1,"Schleswig-Holstein","SK Lübeck","A15-A34","M",1,0,353783,2020-03-20 01:00:00,"01003","26.03.2020 00:00",0,-9
"61",353784,1,"Schleswig-Holstein","SK Lübeck","A15-A34","M",3,0,353784,2020-03-20 01:00:00,"01003","26.03.2020 00:00",1,-9
"62",353785,1,"Schleswig-Holstein","SK Lübeck","A15-A34","M",2,0,353785,2020-03-23 01:00:00,"01003","26.03.2020 00:00",0,-9
"63",353786,1,"Schleswig-Holstein","SK Lübeck","A15-A34","M",2,0,353786,2020-03-25 01:00:00,"01003","26.03.2020 00:00",1,-9
"64",353787,1,"Schleswig-Holstein","SK Lübeck","A15-A34","W",1,0,353787,2020-03-08 01:00:00,"01003","26.03.2020 00:00",0,-9
"65",353788,1,"Schleswig-Holstein","SK Lübeck","A15-A34","W",1,0,353788,2020-03-17 01:00:00,"01003","26.03.2020 00:00",0,-9
"66",353789,1,"Schleswig-Holstein","SK Lübeck","A15-A34","W",1,0,353789,2020-03-18 01:00:00,"01003","26.03.2020 00:00",0,-9
"67",353790,1,"Schleswig-Holstein","SK Lübeck","A15-A34","W",1,0,353790,2020-03-19 01:00:00,"01003","26.03.2020 00:00",0,-9
"68",353791,1,"Schleswig-Holstein","SK Lübeck","A15-A34","W",3,0,353791,2020-03-20 01:00:00,"01003","26.03.2020 00:00",1,-9
"69",353792,1,"Schleswig-Holstein","SK Lübeck","A15-A34","W",1,0,353792,2020-03-23 01:00:00,"01003","26.03.2020 00:00",0,-9
"70",353793,1,"Schleswig-Holstein","SK Lübeck","A15-A34","W",2,0,353793,2020-03-24 01:00:00,"01003","26.03.2020 00:00",0,-9
"71",353794,1,"Schleswig-Holstein","SK Lübeck","A35-A59","M",1,0,353794,2020-02-29 01:00:00,"01003","26.03.2020 00:00",0,-9
"72",353795,1,"Schleswig-Holstein","SK Lübeck","A35-A59","M",1,0,353795,2020-03-11 01:00:00,"01003","26.03.2020 00:00",0,-9
"73",353796,1,"Schleswig-Holstein","SK Lübeck","A35-A59","M",1,0,353796,2020-03-15 01:00:00,"01003","26.03.2020 00:00",0,-9
"74",353797,1,"Schleswig-Holstein","SK Lübeck","A35-A59","M",1,0,353797,2020-03-17 01:00:00,"01003","26.03.2020 00:00",0,-9
"75",353798,1,"Schleswig-Holstein","SK Lübeck","A35-A59","M",1,0,353798,2020-03-18 01:00:00,"01003","26.03.2020 00:00",0,-9
"76",353799,1,"Schleswig-Holstein","SK Lübeck","A35-A59","M",1,0,353799,2020-03-19 01:00:00,"01003","26.03.2020 00:00",0,-9
"77",353800,1,"Schleswig-Holstein","SK Lübeck","A35-A59","M",1,0,353800,2020-03-20 01:00:00,"01003","26.03.2020 00:00",0,-9
"78",353801,1,"Schleswig-Holstein","SK Lübeck","A35-A59","M",3,0,353801,2020-03-23 01:00:00,"01003","26.03.2020 00:00",0,-9
"79",353802,1,"Schleswig-Holstein","SK Lübeck","A35-A59","M",1,0,353802,2020-03-25 01:00:00,"01003","26.03.2020 00:00",1,-9
"80",353803,1,"Schleswig-Holstein","SK Lübeck","A35-A59","W",2,0,353803,2020-03-11 01:00:00,"01003","26.03.2020 00:00",0,-9
"81",353804,1,"Schleswig-Holstein","SK Lübeck","A35-A59","W",1,0,353804,2020-03-12 01:00:00,"01003","26.03.2020 00:00",0,-9
"82",353805,1,"Schleswig-Holstein","SK Lübeck","A35-A59","W",1,0,353805,2020-03-13 01:00:00,"01003","26.03.2020 00:00",0,-9
"83",353806,1,"Schleswig-Holstein","SK Lübeck","A35-A59","W",1,0,353806,2020-03-18 01:00:00,"01003","26.03.2020 00:00",0,-9
"84",353807,1,"Schleswig-Holstein","SK Lübeck","A35-A59","W",2,0,353807,2020-03-20 01:00:00,"01003","26.03.2020 00:00",0,-9
"85",353808,1,"Schleswig-Holstein","SK Lübeck","A35-A59","W",1,0,353808,2020-03-20 01:00:00,"01003","26.03.2020 00:00",1,-9
"86",353809,1,"Schleswig-Holstein","SK Lübeck","A35-A59","W",3,0,353809,2020-03-23 01:00:00,"01003","26.03.2020 00:00",0,-9
"87",353810,1,"Schleswig-Holstein","SK Lübeck","A35-A59","W",2,0,353810,2020-03-23 01:00:00,"01003","26.03.2020 00:00",1,-9
"88",353811,1,"Schleswig-Holstein","SK Lübeck","A35-A59","W",2,0,353811,2020-03-25 01:00:00,"01003","26.03.2020 00:00",1,-9
"89",353812,1,"Schleswig-Holstein","SK Lübeck","A60-A79","M",1,0,353812,2020-03-11 01:00:00,"01003","26.03.2020 00:00",0,-9
"90",353813,1,"Schleswig-Holstein","SK Lübeck","A60-A79","M",1,1,353813,2020-03-18 01:00:00,"01003","26.03.2020 00:00",0,0
"91",353814,1,"Schleswig-Holstein","SK Lübeck","A60-A79","M",1,0,353814,2020-03-23 01:00:00,"01003","26.03.2020 00:00",1,-9
"92",353815,1,"Schleswig-Holstein","SK Lübeck","A60-A79","W",4,0,353815,2020-03-23 01:00:00,"01003","26.03.2020 00:00",0,-9
"93",353816,1,"Schleswig-Holstein","SK Lübeck","A60-A79","W",1,0,353816,2020-03-23 01:00:00,"01003","26.03.2020 00:00",1,-9
"94",353817,1,"Schleswig-Holstein","SK Lübeck","A60-A79","W",1,0,353817,2020-03-25 01:00:00,"01003","26.03.2020 00:00",1,-9
"95",353818,1,"Schleswig-Holstein","SK Lübeck","A80+","M",1,0,353818,2020-03-23 01:00:00,"01003","26.03.2020 00:00",0,-9
"96",353819,1,"Schleswig-Holstein","SK Lübeck","A80+","W",1,0,353819,2020-03-25 01:00:00,"01003","26.03.2020 00:00",1,-9
"97",353820,1,"Schleswig-Holstein","SK Lübeck","unbekannt","M",1,0,353820,2020-03-20 01:00:00,"01003","26.03.2020 00:00",0,-9
"98",353821,1,"Schleswig-Holstein","SK Lübeck","unbekannt","M",1,0,353821,2020-03-23 01:00:00,"01003","26.03.2020 00:00",0,-9
"99",353822,1,"Schleswig-Holstein","SK Lübeck","unbekannt","W",1,0,353822,2020-03-20 01:00:00,"01003","26.03.2020 00:00",0,-9
"100",353823,1,"Schleswig-Holstein","SK Neumünster","A15-A34","M",1,0,353823,2020-03-18 01:00:00,"01004","26.03.2020 00:00",0,-9
"101",353824,1,"Schleswig-Holstein","SK Neumünster","A15-A34","M",1,0,353824,2020-03-23 01:00:00,"01004","26.03.2020 00:00",0,-9
"102",353825,1,"Schleswig-Holstein","SK Neumünster","A15-A34","M",1,0,353825,2020-03-24 01:00:00,"01004","26.03.2020 00:00",0,-9
"103",353826,1,"Schleswig-Holstein","SK Neumünster","A15-A34","M",1,0,353826,2020-03-25 01:00:00,"01004","26.03.2020 00:00",1,-9
"104",353827,1,"Schleswig-Holstein","SK Neumünster","A15-A34","W",1,0,353827,2020-03-20 01:00:00,"01004","26.03.2020 00:00",0,-9
"105",353828,1,"Schleswig-Holstein","SK Neumünster","A35-A59","M",2,0,353828,2020-03-18 01:00:00,"01004","26.03.2020 00:00",0,-9
"106",353829,1,"Schleswig-Holstein","SK Neumünster","A35-A59","W",1,0,353829,2020-03-16 01:00:00,"01004","26.03.2020 00:00",0,-9
"107",353830,1,"Schleswig-Holstein","SK Neumünster","A35-A59","W",1,0,353830,2020-03-18 01:00:00,"01004","26.03.2020 00:00",0,-9
"108",353831,1,"Schleswig-Holstein","SK Neumünster","A35-A59","W",1,0,353831,2020-03-23 01:00:00,"01004","26.03.2020 00:00",0,-9
"109",353832,1,"Schleswig-Holstein","SK Neumünster","A60-A79","M",1,0,353832,2020-03-24 01:00:00,"01004","26.03.2020 00:00",0,-9
"110",353833,1,"Schleswig-Holstein","SK Neumünster","A60-A79","W",1,0,353833,2020-03-20 01:00:00,"01004","26.03.2020 00:00",0,-9
"111",353834,1,"Schleswig-Holstein","SK Neumünster","A80+","W",1,0,353834,2020-03-23 01:00:00,"01004","26.03.2020 00:00",0,-9
"112",353835,1,"Schleswig-Holstein","LK Dithmarschen","A15-A34","M",1,0,353835,2020-03-18 01:00:00,"01051","26.03.2020 00:00",0,-9
"113",353836,1,"Schleswig-Holstein","LK Dithmarschen","A15-A34","W",1,0,353836,2020-03-05 01:00:00,"01051","26.03.2020 00:00",0,-9
"114",353837,1,"Schleswig-Holstein","LK Dithmarschen","A35-A59","M",1,0,353837,2020-03-15 01:00:00,"01051","26.03.2020 00:00",0,-9
"115",353838,1,"Schleswig-Holstein","LK Dithmarschen","A35-A59","W",2,0,353838,2020-03-15 01:00:00,"01051","26.03.2020 00:00",0,-9
"116",353839,1,"Schleswig-Holstein","LK Dithmarschen","A35-A59","W",1,0,353839,2020-03-18 01:00:00,"01051","26.03.2020 00:00",0,-9
"117",353840,1,"Schleswig-Holstein","LK Dithmarschen","A35-A59","W",1,0,353840,2020-03-20 01:00:00,"01051","26.03.2020 00:00",0,-9
"118",353841,1,"Schleswig-Holstein","LK Dithmarschen","A60-A79","M",1,0,353841,2020-03-15 01:00:00,"01051","26.03.2020 00:00",0,-9
"119",353842,1,"Schleswig-Holstein","LK Dithmarschen","A60-A79","M",1,0,353842,2020-03-18 01:00:00,"01051","26.03.2020 00:00",0,-9
"120",353843,1,"Schleswig-Holstein","LK Dithmarschen","A60-A79","M",1,0,353843,2020-03-19 01:00:00,"01051","26.03.2020 00:00",0,-9
"121",353844,1,"Schleswig-Holstein","LK Dithmarschen","A60-A79","M",1,0,353844,2020-03-20 01:00:00,"01051","26.03.2020 00:00",0,-9
"122",353845,1,"Schleswig-Holstein","LK Dithmarschen","A60-A79","M",1,0,353845,2020-03-24 01:00:00,"01051","26.03.2020 00:00",0,-9
"123",353846,1,"Schleswig-Holstein","LK Dithmarschen","A60-A79","M",1,0,353846,2020-03-25 01:00:00,"01051","26.03.2020 00:00",1,-9
"124",353847,1,"Schleswig-Holstein","LK Dithmarschen","A60-A79","W",1,0,353847,2020-03-15 01:00:00,"01051","26.03.2020 00:00",0,-9
"125",353848,1,"Schleswig-Holstein","LK Dithmarschen","A60-A79","W",1,0,353848,2020-03-18 01:00:00,"01051","26.03.2020 00:00",0,-9
"126",353849,1,"Schleswig-Holstein","LK Dithmarschen","A60-A79","W",1,0,353849,2020-03-20 01:00:00,"01051","26.03.2020 00:00",0,-9
"127",353850,1,"Schleswig-Holstein","LK Dithmarschen","A80+","M",1,0,353850,2020-03-23 01:00:00,"01051","26.03.2020 00:00",0,-9
"128",353851,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A00-A04","M",2,0,353851,2020-03-21 01:00:00,"01053","26.03.2020 00:00",0,-9
"129",353852,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A00-A04","M",1,0,353852,2020-03-24 01:00:00,"01053","26.03.2020 00:00",0,-9
"130",353853,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A05-A14","M",1,0,353853,2020-03-23 01:00:00,"01053","26.03.2020 00:00",0,-9
"131",353854,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","M",1,0,353854,2020-03-11 01:00:00,"01053","26.03.2020 00:00",0,-9
"132",353855,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","M",1,0,353855,2020-03-18 01:00:00,"01053","26.03.2020 00:00",0,-9
"133",353856,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","M",1,0,353856,2020-03-21 01:00:00,"01053","26.03.2020 00:00",0,-9
"134",353857,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","M",1,0,353857,2020-03-22 01:00:00,"01053","26.03.2020 00:00",0,-9
"135",353858,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","M",2,0,353858,2020-03-23 01:00:00,"01053","26.03.2020 00:00",0,-9
"136",353859,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","M",1,0,353859,2020-03-24 01:00:00,"01053","26.03.2020 00:00",0,-9
"137",353860,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","M",1,0,353860,2020-03-25 01:00:00,"01053","26.03.2020 00:00",1,-9
"138",353861,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","W",1,0,353861,2020-03-02 01:00:00,"01053","26.03.2020 00:00",0,-9
"139",353862,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","W",1,0,353862,2020-03-10 01:00:00,"01053","26.03.2020 00:00",0,-9
"140",353863,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","W",1,0,353863,2020-03-11 01:00:00,"01053","26.03.2020 00:00",0,-9
"141",353864,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","W",1,0,353864,2020-03-16 01:00:00,"01053","26.03.2020 00:00",0,-9
"142",353865,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","W",1,0,353865,2020-03-19 01:00:00,"01053","26.03.2020 00:00",0,-9
"143",353866,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","W",1,0,353866,2020-03-21 01:00:00,"01053","26.03.2020 00:00",0,-9
"144",353867,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","W",1,0,353867,2020-03-22 01:00:00,"01053","26.03.2020 00:00",0,-9
"145",353868,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","W",3,0,353868,2020-03-24 01:00:00,"01053","26.03.2020 00:00",0,-9
"146",353869,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","W",1,0,353869,2020-03-25 01:00:00,"01053","26.03.2020 00:00",1,-9
"147",353870,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A35-A59","M",1,0,353870,2020-03-10 01:00:00,"01053","26.03.2020 00:00",0,-9
"148",353871,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A35-A59","M",2,0,353871,2020-03-18 01:00:00,"01053","26.03.2020 00:00",0,-9
"149",353872,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A35-A59","M",2,0,353872,2020-03-19 01:00:00,"01053","26.03.2020 00:00",0,-9
"150",353873,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A35-A59","M",2,0,353873,2020-03-21 01:00:00,"01053","26.03.2020 00:00",0,-9
"151",353874,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A35-A59","M",1,0,353874,2020-03-22 01:00:00,"01053","26.03.2020 00:00",0,-9
"152",353875,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A35-A59","M",2,0,353875,2020-03-23 01:00:00,"01053","26.03.2020 00:00",0,-9
"153",353876,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A35-A59","M",1,0,353876,2020-03-25 01:00:00,"01053","26.03.2020 00:00",1,-9
"154",353877,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A35-A59","W",3,0,353877,2020-03-13 01:00:00,"01053","26.03.2020 00:00",0,-9
"155",353878,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A35-A59","W",1,0,353878,2020-03-17 01:00:00,"01053","26.03.2020 00:00",0,-9
"156",353879,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A35-A59","W",2,0,353879,2020-03-21 01:00:00,"01053","26.03.2020 00:00",0,-9
"157",353880,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A35-A59","W",1,0,353880,2020-03-22 01:00:00,"01053","26.03.2020 00:00",0,-9
"158",353881,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A35-A59","W",1,0,353881,2020-03-23 01:00:00,"01053","26.03.2020 00:00",0,-9
"159",353882,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A60-A79","M",1,0,353882,2020-03-13 01:00:00,"01053","26.03.2020 00:00",0,-9
"160",353883,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A60-A79","M",1,0,353883,2020-03-16 01:00:00,"01053","26.03.2020 00:00",0,-9
"161",353884,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A60-A79","M",1,0,353884,2020-03-17 01:00:00,"01053","26.03.2020 00:00",0,-9
"162",353885,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A60-A79","M",1,0,353885,2020-03-18 01:00:00,"01053","26.03.2020 00:00",0,-9
"163",353886,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A60-A79","M",1,0,353886,2020-03-25 01:00:00,"01053","26.03.2020 00:00",1,-9
"164",353887,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A60-A79","W",1,0,353887,2020-03-21 01:00:00,"01053","26.03.2020 00:00",0,-9
"165",353888,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A80+","W",1,0,353888,2020-03-23 01:00:00,"01053","26.03.2020 00:00",0,-9
"166",353889,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","unbekannt","M",1,0,353889,2020-03-17 01:00:00,"01053","26.03.2020 00:00",0,-9
"167",353890,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","unbekannt","M",1,0,353890,2020-03-21 01:00:00,"01053","26.03.2020 00:00",0,-9
"168",353891,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","unbekannt","W",1,0,353891,2020-03-17 01:00:00,"01053","26.03.2020 00:00",0,-9
"169",353892,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","unbekannt","W",1,0,353892,2020-03-21 01:00:00,"01053","26.03.2020 00:00",0,-9
"170",353893,1,"Schleswig-Holstein","LK Nordfriesland","A15-A34","M",2,0,353893,2020-03-17 01:00:00,"01054","26.03.2020 00:00",0,-9
"171",353894,1,"Schleswig-Holstein","LK Nordfriesland","A15-A34","M",1,0,353894,2020-03-18 01:00:00,"01054","26.03.2020 00:00",0,-9
"172",353895,1,"Schleswig-Holstein","LK Nordfriesland","A15-A34","W",1,0,353895,2020-03-17 01:00:00,"01054","26.03.2020 00:00",0,-9
"173",353896,1,"Schleswig-Holstein","LK Nordfriesland","A15-A34","W",1,0,353896,2020-03-23 01:00:00,"01054","26.03.2020 00:00",0,-9
"174",353897,1,"Schleswig-Holstein","LK Nordfriesland","A15-A34","W",1,0,353897,2020-03-24 01:00:00,"01054","26.03.2020 00:00",0,-9
"175",353898,1,"Schleswig-Holstein","LK Nordfriesland","A35-A59","M",1,0,353898,2020-03-12 01:00:00,"01054","26.03.2020 00:00",0,-9
"176",353899,1,"Schleswig-Holstein","LK Nordfriesland","A35-A59","M",3,0,353899,2020-03-17 01:00:00,"01054","26.03.2020 00:00",0,-9
"177",353900,1,"Schleswig-Holstein","LK Nordfriesland","A35-A59","M",1,0,353900,2020-03-19 01:00:00,"01054","26.03.2020 00:00",0,-9
"178",353901,1,"Schleswig-Holstein","LK Nordfriesland","A35-A59","M",1,0,353901,2020-03-21 01:00:00,"01054","26.03.2020 00:00",0,-9
"179",353902,1,"Schleswig-Holstein","LK Nordfriesland","A35-A59","M",1,0,353902,2020-03-24 01:00:00,"01054","26.03.2020 00:00",0,-9
